model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
lightgbm,1200s_minus_900s,1200,900,20201194,0.0026413519391302875,0.005232440814594508,0.03395722195139528,-0.028674518073134814,-0.0032055037414226994,0.0004508869686936645
lightgbm,1200s_minus_900s,1200,900,2162c09e,0.017364350513091154,0.025177881477672637,0.03595949166938972,-0.0012307906432075244,0.010049538323799623,0.024136743244010606
lightgbm,1200s_minus_900s,1200,900,2182c1cd,0.0015781541841823898,0.0031045642168717746,0.009854210950044351,-0.006697902581679793,0.001196834371059885,0.003569224025515294
lightgbm,1200s_minus_900s,1200,900,219060fa,0.003631221631134829,0.0030859682839778912,0.009277605779153819,-0.0020151625168840503,-0.0017231665701541443,0.0008447633754200545
lightgbm,1200s_minus_900s,1200,900,21a031f6,0.004084635793809688,0.0048610380906241035,-0.00935684608134002,0.017526117668959618,-0.0008066071231187522,0.0027314014065957792
lightgbm,1200s_minus_900s,1200,900,30908049,-0.0008188629071953502,-0.004800751902551692,0.016010365454334874,-0.017648091268725796,0.001067927374751143,-0.0063226959705701136
lightgbm,1200s_minus_900s,1200,900,30c140ca,0.0011082677307249211,-0.0002126200721396243,-0.003690520943856135,0.005907056405305644,-0.0009701767314566068,-0.002720914050884038
lightgbm,1200s_minus_900s,1200,900,3110e0c7,-0.00043868429386473284,-0.002021858565870116,-0.010666971082498755,0.009789602494769567,0.0011629911257591274,-0.0012706985547595862
lightgbm,1200s_minus_900s,1200,900,40009139,0.007469558156019573,0.01853783048099389,-0.06045158447994603,0.07539070079198495,0.01699601984244703,0.02822857803773826
lightgbm,1200s_minus_900s,1200,900,41e2010c,0.021284065665647445,0.024270512748210904,0.009359299275265687,0.03320883205602909,0.010985636472994886,0.01927936614103465
lightgbm,1200s_minus_900s,1200,900,5001d09a,-0.02816684053261964,-0.03871111567899821,0.009774693318997052,-0.06610837438423656,-0.017925844673639113,-0.037327778300850545
lightgbm,1200s_minus_900s,1200,900,50c02189,-0.008900878633964715,-0.006009711753128921,-0.016070271169665307,-0.0017314860982639013,0.0036477864097651524,-0.0031173985028568607
lightgbm,1200s_minus_900s,1200,900,517001af,0.005727849852062095,0.005429025165881396,-0.010966810966810958,0.022422510670935036,0.0006954954596631868,0.00432129563750383
lightgbm,1200s_minus_900s,1200,900,6030f0fd,0.03632299365414504,0.050600802030040914,0.049637639146567714,0.02300834816172248,0.0188337534329297,0.050438337489097984
lightgbm,1200s_minus_900s,1200,900,7072a0e0,-0.013031638926052636,-0.008865873535087831,-0.04041372259737308,0.014350444745267477,-0.0008958610278765322,-0.0044433226210275345
lightgbm,1200s_minus_900s,1200,900,7092f07b,0.0008666341073545469,0.0017492628398385612,-0.009919674294922909,0.011652942509632114,-0.00044284724383425456,0.0008914492303320198
lightgbm,1200s_minus_900s,1200,900,7150e10a,0.0004597094927927259,0.011460593546118392,0.02990864084111655,-0.028989221855531655,0.0037175044026436233,0.019174761648512173
lightgbm,1200s_minus_900s,1200,900,71a251fa,0.002392962652689512,-0.003124584654847884,0.004876893939393945,-9.096863401492072e-05,-0.004806517642843455,-0.0037020821441040574
lightgbm,1200s_minus_900s,1200,900,71c09041,-0.016796558807263273,-0.011144092204311451,-0.06425576225379115,0.030662644639264602,-0.009313092809197454,-0.0088792398818901
lightgbm,1200s_minus_900s,1200,900,71e10186,0.0005291005291006012,0.0006235247648987974,0.0,0.0010582010582009804,0.0005263764089087353,0.0006321112515802474
lightgbm,1200s_minus_900s,1200,900,71f0603f,-0.009670747719047412,-0.011748645419007109,0.024136517388313017,-0.04347801282640784,-0.0034592785763291056,-0.011132810158150708
lightgbm,1200s_minus_900s,1200,900,71f21142,0.00018978605935138226,4.0494162091619934e-05,0.0015873015873015817,-0.0012077294685990392,0.000192581369656053,0.0
lightgbm,1200s_minus_900s,1200,900,8030618f,0.0036197037258157705,0.005099828795949057,0.001098901098901095,0.006140506352730557,0.002540535794374743,0.006001943634596607
lightgbm,1200s_minus_900s,1200,900,8191f1d9,-0.009288581849403288,-0.035271535687648514,-0.0998763306800805,0.08129916698127382,-0.006229004356026913,-0.06594407309373274
lightgbm,1200s_minus_900s,1200,900,81e150c1,-0.001935499125171436,0.00010371838913469933,-0.006566416040100331,0.0026954177897574594,-0.0005674686643946103,0.0011189569223438722
lightgbm,1200s_minus_900s,1200,900,81f1f0fe,-0.004307690155763821,-0.0065209236068128895,0.0024153899076500007,-0.01103077021917731,-0.0024367922400945208,-0.010471663019761213
