model,budget_seconds,budget_role,strategy,strategy_role,subject_id,n_adapted_pm,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,2162c09e,6,-0.001648428444343375,-0.045611299092575,0.1961995666349551,-0.1994964235236419,-0.016963323492897364,-0.06489242682507858
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,2182c1cd,7,0.06023781537101025,0.0792925705019619,0.23542366506142137,-0.11494803431940083,0.03222658678962823,0.0757660031460589
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,219060fa,2,0.11998288570653465,0.10978398563689384,0.10565204592287308,0.1343137254901961,-0.013797348703440626,0.04870190415017717
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,21a031f6,1,-0.08637304724261241,-0.10254447679558532,0.12422360248447206,-0.296969696969697,-0.02890964686127162,-0.08895705521472386
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,30908049,2,0.05091897974493631,0.008420715673325918,0.1774193548387097,-0.07558139534883718,-0.0480833492604672,-0.03059273422562142
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,30c140ca,5,0.006706952257581722,0.013259555293767133,-0.05840652997248663,0.07182043448764998,-0.004387160789677424,0.03833832849169331
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,40009139,4,-0.013692402248620422,-0.008404985691967126,0.217439153649164,-0.24482395814640479,0.0031493315704206326,-0.004277423481385295
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,40f0714a,3,0.05649644473173887,0.0603072720013114,-0.010256410256410256,0.12324929971988796,0.006818253648704624,0.037536231884058004
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,41e2010c,4,0.01704457228698636,-0.014292957200268963,0.04682094921820948,-0.012731804644236622,-0.04283062692187167,-0.03466477983843441
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,5001d09a,6,-0.003177576342456708,-0.0106759752814418,-0.14772101721254263,0.14136586452762923,-0.011676815177499689,-0.008872928590132056
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,50c02189,5,0.07749855425436954,0.1055153249855781,0.34066897420134534,-0.18567186569260627,0.008409587629849734,0.04974185932270182
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,517001af,4,-0.01745322253542414,-0.050536926485809375,0.1941176470588235,-0.2290240921296718,-0.023454219605634152,-0.03511880483286045
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,6030f0fd,4,-0.005742270233681568,0.010255856952181036,-0.09117398146115199,0.0796894409937888,0.027200243124885337,0.014483751761056735
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,7072a0e0,5,-0.04853631892152357,-0.1039052350190132,0.029882710541174085,-0.12695534838422123,-0.01970113710363779,-0.1191147619941959
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,7092f07b,4,-0.05236380196630275,-0.07873498805817605,0.07264886838057573,-0.17737647231318115,0.02423561387076406,-0.035600889448981377
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,7150e10a,1,-0.03768996960486326,-0.026625065061544162,-0.20000000000000007,0.12462006079027355,0.014578876865559032,-0.003676470588235281
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,71a251fa,3,-0.16430684199317025,-0.1547545761006075,0.052317997532169924,-0.3809316815185104,-0.043378961534960826,-0.11113316571831855
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,71c09041,4,-0.14521244147323173,-0.14029676946190234,0.0532467962515315,-0.34367167919799496,0.006688659153207183,-0.07823399681974
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,71e10186,6,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,71f0603f,6,-0.02593151585937779,-0.04505328185872529,-0.013249203882022905,-0.03861382783673271,-0.01517614486460265,-0.03531038353708399
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,71f21142,2,-0.02137445887445888,-0.018567854813060003,0.0018939393939393923,-0.04464285714285715,-0.0051440192841301635,-0.011968085106382975
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,8030618f,4,0.0021658283988027216,0.0029178805169348954,-0.03009962554857057,0.034431282346175957,-0.00014636924170094434,0.0019206959021469683
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,8191f1d9,3,0.04554352272774542,0.06786896244109591,0.11476820446755147,-0.023681159012060544,-0.015752163587760475,0.04292932359815901
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,81e150c1,4,-0.011878156349215657,-0.03629151222785176,0.09426833781029567,-0.11802465050872696,-0.011029419176341343,-0.044241710670282125
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,81f1f0fe,3,0.011066071871595732,0.012274313278228996,-0.045156175093115015,0.06728831883630648,0.003049748782582573,0.010357012750455382
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,a02151ac,5,0.0022915366129379723,0.02782933970499555,0.142307123520151,-0.137724050294275,-0.024293190418809042,0.0012702804102764365
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,a1b210fc,4,-0.08351604865157664,-0.1543548648380202,-0.3640633402024943,0.19703124289934107,-0.036809626790327926,-0.14479928448898519
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,b0700166,4,0.015608708705856539,0.05580338320456704,-0.047726236608160465,0.07894365401987354,0.0021061838964586965,0.06047690694903238
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,b112005d,3,-0.050627876097224744,-0.05848756202346905,0.1091351943076081,-0.2103909465020576,0.04251081662869124,0.005240641711229917
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,b1c2f044,5,-0.09315875817142398,-0.06420177438181904,0.05170494906326475,-0.23802246540611272,0.025303446812023324,-0.00900734363497504
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,c060c06a,2,0.020605773200112754,0.04178893967621217,0.2965349965349965,-0.2553234501347709,-0.02062783443606564,0.03767274737423987
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,c112918e,6,-0.0011814350666501754,0.05273393635139567,0.36581415375437815,-0.3681770238876785,0.03755082665448902,0.0727317095835798
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,c1a150b1,1,-0.14764385507932754,-0.1901511424418113,0.03398058252427183,-0.3292682926829268,0.03615046911241837,-0.06944444444444453
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d0724095,4,0.001286023691445426,0.0206422578640999,0.12971434692565878,-0.12714229954276793,0.012182147602549154,0.031134386229869387
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d0e2d025,4,-0.03421232182392381,-0.010113577990435635,-0.07214301957017091,0.003718375922323311,0.03632484146140752,0.01127796604919809
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d111e017,6,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d142d110,5,0.0032600625130773998,0.003930627131487174,0.003976070877479321,0.0025440541486754674,-0.004468387798589446,-0.006790633608815422
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d151b0c4,4,-0.014576562348748157,-0.01820732313738191,0.13415276865763337,-0.16330589335512963,0.0052662968898430085,-0.0006604771494345407
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,d18000a3,2,-0.1266069657434959,-0.148679022036742,-0.35049019607843135,0.09727626459143968,-0.023325764333792853,-0.10086767895878523
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,e0c0408a,4,0.008930239589125394,-0.030011256103766093,-0.08555622009569379,0.10341669927394459,-0.05612190206881343,-0.06021994135922762
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,f0f2a1e1,2,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,f121f1e0,5,0.0461194236736532,0.05494544677377098,-0.1085387657510047,0.20077761309831113,-0.006839636234889745,0.03347001668748826
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,f1a0c120,7,0.02908322677242638,0.003471829159998076,0.016443260909561584,0.041723192635291124,-0.02861583713741827,-0.03319736778018826
xgboost,300,primary,empirical_balanced_accuracy,sensitivity,f1d06060,4,0.09026493282054865,0.11950577846809249,0.34190834132707737,-0.16137847568598004,0.014526588874937713,0.10052397928472093
xgboost,300,primary,median_midpoint,primary,0001508a,3,-0.020479282816577665,0.052134165969594325,0.146235960271048,-0.1871945259042033,0.007684773187149181,0.11079908675799088
xgboost,300,primary,median_midpoint,primary,0012905a,5,-0.02984584371005774,-0.03747827365440608,-0.007325047518821593,-0.05236663990129399,-0.00315444914834635,-0.025413746025702365
xgboost,300,primary,median_midpoint,primary,0110f12e,6,0.004968306590604414,0.0032165787155508108,0.03487013558859888,-0.024933522407390035,0.0073787067921838685,0.003820709051075307
xgboost,300,primary,median_midpoint,primary,0182e16c,2,0.11970174638947273,0.17813681016639085,0.16775721050365905,0.07164628227528638,0.024560627123251022,0.1166793676673874
xgboost,300,primary,median_midpoint,primary,01c2a0d8,5,-0.0009457850937856227,-0.005808019928402542,0.13388762626374678,-0.13577919645131803,0.002223427449397253,-0.026517904193258123
xgboost,300,primary,median_midpoint,primary,1081b177,6,0.026374656902112586,0.03583127111738571,0.10311017954849509,-0.05036086574426992,0.005322401989691435,0.02958593318530452
xgboost,300,primary,median_midpoint,primary,20201194,5,0.0703405296627242,0.07736133349586824,0.17200552347918086,-0.03132446415373245,-5.44298552886957e-06,0.05169857410204994
xgboost,300,primary,median_midpoint,primary,2162c09e,6,0.00785273955249712,-0.0032351510732667546,0.05632888731804778,-0.040623408213053526,-0.012437715530708585,-0.007356108592871909
xgboost,300,primary,median_midpoint,primary,2182c1cd,7,0.01813765274844516,0.028290636782298546,0.08153363783746015,-0.04525833234056983,0.004449552985498381,0.026208357391536485
xgboost,300,primary,median_midpoint,primary,219060fa,2,0.04541313434411154,0.04729232266433114,0.052310862525758006,0.038515406162464974,-0.004955093835269708,0.021890475105153018
xgboost,300,primary,median_midpoint,primary,21a031f6,1,-0.07440240918501784,-0.08679544966281894,0.11180124223602483,-0.2606060606060606,-0.028876978426666255,-0.07668711656441718
xgboost,300,primary,median_midpoint,primary,30908049,2,0.04669170773953246,-0.003649575425770213,0.18081910183428207,-0.08743568635521709,-0.06004795789279971,-0.045219583692721554
xgboost,300,primary,median_midpoint,primary,30c140ca,3,0.02147202632527212,0.034055401441529375,-0.06426240168494908,0.10720645433549321,0.003927187456607288,0.031909152002728224
xgboost,300,primary,median_midpoint,primary,40009139,4,0.010252291649803291,0.015405006083525685,0.11549343759096081,-0.0949888542913542,0.004547725947088466,0.016312370274219168
xgboost,300,primary,median_midpoint,primary,40f0714a,3,0.007606252377494238,0.008126806310487159,-0.004115226337448541,0.01932773109243698,-0.002597887989977029,0.003333333333333336
xgboost,300,primary,median_midpoint,primary,41e2010c,4,0.05158457254078844,0.05784873708182828,0.026334776334776322,0.07683436874680068,-0.010148982385619343,0.053791890212415844
xgboost,300,primary,median_midpoint,primary,5001d09a,6,0.012451237488002179,0.016610789474192773,-0.021250971250971234,0.04615344622697563,0.0037513791298150836,0.015848666381400662
xgboost,300,primary,median_midpoint,primary,50c02189,4,0.049806482883485464,0.07260217974190444,0.13889989355122645,-0.03928692778425549,0.004964853224150634,0.03180461636776177
xgboost,300,primary,median_midpoint,primary,517001af,4,0.041013340934418996,0.022924596051834084,0.13860294117647054,-0.05657625930763252,-0.01138093750681804,0.03080023517700456
xgboost,300,primary,median_midpoint,primary,6030f0fd,4,0.03376959775490798,0.04345157991616164,-0.019084072526495494,0.0866232680363115,0.017596294760282932,0.038194631881733304
xgboost,300,primary,median_midpoint,primary,7072a0e0,4,0.01105466588377721,0.039117442903112115,-0.06576464339274668,0.08787397516030106,0.017694200603584592,0.04879413469868185
xgboost,300,primary,median_midpoint,primary,7092f07b,4,0.003636469600445863,0.0025183227892942306,0.018371420200688507,-0.011098480999796753,0.01582960177212664,0.00320712202599599
xgboost,300,primary,median_midpoint,primary,7150e10a,1,0.0007139322824627481,0.0013792446041160922,-0.0046511627906976605,0.006079027355623157,0.0016047379652469607,0.0018382352941176405
xgboost,300,primary,median_midpoint,primary,71a251fa,3,-0.027603288902507555,-0.025276993658376323,0.03825136612021859,-0.09345794392523366,-0.01429173638105056,-0.02328966521106261
xgboost,300,primary,median_midpoint,primary,71c09041,4,-0.08781895776395854,-0.057092953038289096,0.05456258572521572,-0.23020050125313282,0.024319165093404316,-0.02668184874583318
xgboost,300,primary,median_midpoint,primary,71e10186,6,0.0005307953324594957,0.0005916933901274161,0.0006016847172081915,0.0004599059477107999,0.0005170268363689501,0.0005890393294648577
xgboost,300,primary,median_midpoint,primary,71f0603f,6,0.01949613678671963,0.01652015617333023,0.052251520687760365,-0.013259247114321119,0.006614690662112381,0.012269016194834614
xgboost,300,primary,median_midpoint,primary,71f21142,2,0.001849680601601067,0.002530364372469618,0.006711409395973172,-0.0030120481927710663,-0.0005816319400474557,0.0015873015873015817
xgboost,300,primary,median_midpoint,primary,8030618f,4,0.0253416501814325,0.02558952585575429,-0.016030083679860363,0.06671338404272534,0.005901410440221633,0.03904791217569374
xgboost,300,primary,median_midpoint,primary,8191f1d9,1,-0.03661079477103213,-0.06467453783951149,-0.1543026706231454,0.08108108108108103,-0.021874905039157788,-0.07088122605363989
xgboost,300,primary,median_midpoint,primary,81e150c1,4,0.009239907447659151,0.00434588701819183,0.03191489361702127,-0.013435078721702964,0.003177711098714564,0.0005259026687598201
xgboost,300,primary,median_midpoint,primary,81f1f0fe,3,0.031447690668723584,0.031603796066697686,-0.012612014603385346,0.07550739594083249,0.012721456566208489,0.02570856102003642
xgboost,300,primary,median_midpoint,primary,a02151ac,4,-0.0036093870664877514,-0.002982254721050792,0.006363031840452282,-0.013581805973427757,-0.002162939044413781,-0.0021773640539130834
xgboost,300,primary,median_midpoint,primary,a1b210fc,4,-0.04429067671840975,-0.08737896042610752,-0.25563361428662634,0.16705226084980687,-0.011825924961358758,-0.08526233522932467
xgboost,300,primary,median_midpoint,primary,b0700166,4,0.023892789914304352,0.07138475452876492,-0.052187049364371414,0.09997262919298011,0.002427338093808795,0.07385595545331655
xgboost,300,primary,median_midpoint,primary,b112005d,3,-0.0433281140619192,-0.044024592671203545,0.10422854553871308,-0.1908847736625514,0.02400219867063828,0.00780748663101601
xgboost,300,primary,median_midpoint,primary,b1c2f044,4,0.0012746271634495598,0.024520513428266832,0.051411042944785296,-0.048861788617886176,0.022255404821483665,0.028015709518474347
xgboost,300,primary,median_midpoint,primary,c060c06a,2,0.04251197340819973,0.05182913055122179,0.16119196119196116,-0.07616801437556159,-0.0030068933148713617,0.04137645107794358
xgboost,300,primary,median_midpoint,primary,c112918e,6,0.026855287042134524,0.0728124786434942,0.320206798760248,-0.2664962246759789,0.023430702745364056,0.07695282645785309
xgboost,300,primary,median_midpoint,primary,c1a150b1,1,-0.06588917830925878,-0.0724242036622409,0.014563106796116498,-0.1463414634146341,-0.006363735433036144,-0.03125
xgboost,300,primary,median_midpoint,primary,d0724095,4,0.010173578303542014,0.016235689720452834,0.032982932228808076,-0.012635775621724105,0.006458430916517016,0.017851684553729125
xgboost,300,primary,median_midpoint,primary,d0e2d025,4,0.014444989249505713,0.019390993849333737,0.006362509919668108,0.02252746857934336,0.005856725916202121,0.016101311269632435
xgboost,300,primary,median_midpoint,primary,d111e017,6,-8.644026690786862e-05,-0.00012479720499649258,-0.0006161429451632672,0.00044326241134751143,-0.00015084740039361666,-0.0001341455716179496
xgboost,300,primary,median_midpoint,primary,d142d110,5,-0.004682356873229954,0.00351312857212831,0.03273471442485526,-0.04209942817131521,0.0011951824672445266,0.00642120505756869
xgboost,300,primary,median_midpoint,primary,d151b0c4,4,-0.0017524283376127991,0.0011369598894825361,0.10179885700548849,-0.10530371368071405,0.005090667767669366,0.009110194685190781
xgboost,300,primary,median_midpoint,primary,d18000a3,2,0.012874487167255033,0.02237016705305972,0.1188340807174888,-0.09308510638297873,-0.00010814448910434482,0.021897810218978075
xgboost,300,primary,median_midpoint,primary,e0c0408a,4,0.047498893783794294,0.06146787604207052,0.07919956140350876,0.01579822616407983,0.008624377458633592,0.03616199247702076
xgboost,300,primary,median_midpoint,primary,f0f2a1e1,2,-0.014566819635655703,-0.01615208142707142,0.0035460992907800915,-0.0326797385620915,-0.008798842281583508,-0.015306122448979609
xgboost,300,primary,median_midpoint,primary,f121f1e0,5,0.02456697376846666,0.032973138124409496,-0.009448692152917503,0.05858263968985082,-0.00443217202499333,0.01859093073152025
xgboost,300,primary,median_midpoint,primary,f1a0c120,7,0.029143039816810528,0.0230219565027987,-0.004977754438362466,0.06326383407198348,-0.019067991235499182,-0.005273342508296475
xgboost,300,primary,median_midpoint,primary,f1d06060,4,0.05299383313939024,0.07699376037943215,0.16923081437156123,-0.06324314809278078,0.00944903571635572,0.06361820943202051
