outer_fold,pm,target_id,task,condition,lag_seconds,model,estimator,seed,model_params_hash,q_low,q_high,threshold_hash,n_train,n_test,n_test_participants,train_sample_hash,test_sample_hash,matched_target_sample_hash,specification_hash,run_id
1,stress,target_stress,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.4029856666666667,0.461275,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,15924,4905,11,5646662f70b23c348f500bc8018a5f316a9dcaa12c89cf89cf99c0ffff37fe88,27316e27e81623be5710188c4bbac0e88bcacf5cadc8bb5a949740e60da30e9c,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,699531a3dcc89926d54df4e79dc1e55645fcc928af86248a2c0568c1479ca238,lightgbm__fold_01__stress__low_high__699531a3dcc8
1,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.25662399999999996,0.39230799999999993,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,15947,4860,11,80bdf541d6d3f3dc1ccae382c9f7be6cac38ef75bc83ec94bf56735813804e10,c1afb9aa0088b812a4435cbb039e93c3b5ee862be868e1f9fddad73d9039f84e,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,a34e674f3c447263897c3bd615a0e5bd79a66d5b2ddc4b7b4fdf97aacab060ef,lightgbm__fold_01__relaxation__low_high__a34e674f3c44
1,interest,target_interest,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.480751,0.5305233333333333,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,15927,4692,11,5ca8d61de646678312a2d530cab97192f5b8c2fdb963f8ebda9a06db87a1f1fc,a0260a8ab39881763eb4e325fd53edc7ec081f92af2727d8594f4df8879b5c2c,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,892da210fe962488106b3938aba396a6354d2053aca32aa06b7e307aacae7b22,lightgbm__fold_01__interest__low_high__892da210fe96
1,focus,target_focus,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.368801,0.4654386666666666,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,15934,4745,11,13c8256d6c504d64c2aafbcf8afda590c95af37fa8630180dd05588323d3acaf,381d93223110b7cd5af5a9072e8cc67788a90d37fc4f882691959ddfbd2affcf,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,dcdf00afc3fd7078c0b0aac7d79482599e56f4babfb27e62af7b260331517842,lightgbm__fold_01__focus__low_high__dcdf00afc3fd
2,attention,target_attention,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.409755,0.5089703333333333,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,15830,3758,10,268687b6f9714bde2a4a9a04b3242317a7f895633752dd62d71cf4dc00d641ec,b4cc1d71691f8cf260d0ed50d1954ca1777308d68077cd47de86eaee2da12b48,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,69a4e4fe1de19f440dd93e67d6ce1ca82d38a642f1ec7229ad196ee9f8a1e86d,lightgbm__fold_02__attention__low_high__69a4e4fe1de1
2,engagement,target_engagement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.572122,0.682083,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,16404,3812,10,878c34cf2e7399941af30ed0623103fcf66324e3c84753cfd8725855ef681b41,d1c0c3f41a197b888e61f826c8d257e63f594530cdcdb07e36b2712683c8bfb2,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,24e19db4d692a28add9cc090f86a5da2b6b3f243123a1005ffe2e97779c5e68c,lightgbm__fold_02__engagement__low_high__24e19db4d692
2,excitement,target_excitement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.194812,0.357134,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,16414,4099,11,8128443e2c1fbe267985083ef437ccfcd31a09508cbb3f5c8359013491a7ae1d,69a9b4d35b261a91db756d8fd8a63d9bfcd811749fe9eb36bb3d4d3db0161c73,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,23f789f45b5ad3367464ea945f36fffa5e61b4f747b27fa39779fbee6a3baa21,lightgbm__fold_02__excitement__low_high__23f789f45b5a
2,stress,target_stress,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.396448,0.461981,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,16401,3382,11,8411423f328c85b008130bdb1aaa959cb4d1107da7454c28e84663819d643639,9f7c772dc29c2a7cf04371237e41ce51d479d7f13fe8c529976221d9e8ecd988,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,804bb4b10fc3e5eac389edc5a68040db7a144bafbad93733be4c20e0be4a80c6,lightgbm__fold_02__stress__low_high__804bb4b10fc3
2,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.256714,0.404291,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,16429,3787,11,2e83a1c1225e05466fe0b2b5ffb2b245f458634c7a01109b8b7feb9fe9b3e86e,3cdadc6a3b976a0f38bab596a206e3d1a313ab79436aa9376b434606e095d57f,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,a3d5126aac22b34b66d288e8270bf6cfbc72987ce33b81262a8cb8b22d27206b,lightgbm__fold_02__relaxation__low_high__a3d5126aac22
2,interest,target_interest,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.47714,0.52968,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,16405,3629,11,c5c15f44d2e69c783960565a46f87ce02502fa98359739201710edf8deeb3c6c,795933ba013bacfaab9a48983b996ad09255b2e3dd2123782e01fbfe04c31c35,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,fb212554d437fe8a87a09d3784c5086660c2c6d921cd16bd9ea9d56e8eadd139,lightgbm__fold_02__interest__low_high__fb212554d437
2,focus,target_focus,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.364693,0.460551,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,16408,4177,11,579252362f13a47c63e39500fdef5edae2a4fb3c1ab2e8ea24b60c89b6e48782,51e899bcee4bc67d7ec85e855cfc97e6ab543103a4c4d3c1a785b11312bca213,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,22cb4cf23f9c7eba0d9c0b1414dd2addf1f5d31e71f6c86eff4759765c347b67,lightgbm__fold_02__focus__low_high__22cb4cf23f9c
3,attention,target_attention,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.407012,0.50364,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,15726,4019,11,a5cebc76705dfe78d9069309261992d18aaefba45bd8350cd77267952e5e1ff9,40cf63640cc4471b14135e4d4948dcd6afd8344147ad160cfdf1b396c73dc02c,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,5f60a49176645df28b3b3d212bfc3e131d1cd2f3bfc7c004080e47541f6251e8,lightgbm__fold_03__attention__low_high__5f60a4917664
3,engagement,target_engagement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.5875743333333333,0.689116,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,16515,4210,11,61e4715e3fdbf84e55771724176e8af24b1d35914579776aac4f4fb3de4dcd0f,1132952bd73558ad4a208e5074be0094a6e8fdfeb9a83f0cb4881bb6a88e23f3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,53748ec5937e95581c4d6d15ecd857364ef52b7805f60b967ebc95566f0bfedb,lightgbm__fold_03__engagement__low_high__53748ec5937e
3,excitement,target_excitement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.19379133333333332,0.35695933333333324,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,16517,3925,11,7a976bb97d5068a96b057954d13a2c8d561b0ceb98cd9b0d027321d726e1be60,35437ba297216ad50d48f232dbe39e93a7a2e890daab7e3ba60b008d80e798e5,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,a168bfbae26509f8987d572cf2db95c5b386e7dff9f7fadf2cf3a281fc048a65,lightgbm__fold_03__excitement__low_high__a168bfbae265
3,stress,target_stress,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.405259,0.460463,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,16507,4794,11,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,117ac3c7da30e7d6696aee199abd4fe61bc9164e1af2b93fdb28cdba9af45ee3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,ca7d6029591fa86a30f982347cffc7409c0434a810dfe4c1e2006523b9010ee2,lightgbm__fold_03__stress__low_high__ca7d6029591f
3,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.25428966666666664,0.395869,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,16534,3918,11,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,6021090d035e707f148926abaf58a6f571b7a2b2c75184a6ce6959b466ce42b1,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,3453d68729452dc705197ef8c89f175bf9f259fc9696ceb61bd5a39093f4d12e,lightgbm__fold_03__relaxation__low_high__3453d6872945
3,interest,target_interest,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.480798,0.5285816666666666,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,16506,4428,11,98d0d02732f3c0569a53ab5fee22fc2175491585aacdc45f62af16b2ac720089,2a57fa92941dfa3dfbc564811bf6224acd9d32b931fc61e33ac929b125d31818,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,ad5c97337df70ad000f1ad798be4414152f9cfe2a4393ec43916bb36a3196562,lightgbm__fold_03__interest__low_high__ad5c97337df7
3,focus,target_focus,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.3654773333333333,0.46152833333333326,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,16512,4090,11,3c290bf4d79fcee4f6815537dfbbbba754381ef0f03daff8de7166884d8b7e4e,c2425c06dedb4ddf01098ed8514112e0b61a3a21f480fd280518566a87265ae1,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,ede9b32c40df8761b10e3e72705caf6e0f599807cff62318e834530cd84d80a4,lightgbm__fold_03__focus__low_high__ede9b32c40df
4,attention,target_attention,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.410495,0.5079906666666667,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,15937,3789,10,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,5ed80d114ce64d14399bb12a61f0b309514a69dd18876b7e42e5b18f2e03c958,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,3f5bc65f9aeb3e038a8d9c46de1403e21695ba491de144163dc5c22af0fad62a,lightgbm__fold_04__attention__low_high__3f5bc65f9aeb
4,engagement,target_engagement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.5819393333333334,0.6880023333333333,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,16687,3677,10,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,2113ccdf90100c1d206c6885db866dfe79f738f7b4252d399a7e2666fd34e2d7,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,19dff680f739a66673d1045c771468308d9eb352e5900415a598515e2fe6294b,lightgbm__fold_04__engagement__low_high__19dff680f739
4,excitement,target_excitement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.198937,0.36487366666666665,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,16689,3904,10,2bf159cea185c08806e5852a0521171522678bfd8d04d9dfff4d87344dd97627,5c7266b2d141299fed527809be439b1cde70b5a5b0eeac7a636706af194da1f6,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,612791846de0f23f1ceb7b9c6cf4c60feab475ded6e5f1a12842e91290f393a2,lightgbm__fold_04__excitement__low_high__612791846de0
4,stress,target_stress,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.39695366666666665,0.46365033333333333,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,16679,2955,10,8626c877b29078ccbf8827b46494b91b7bfcea537af78dcbb845acad5ad28c42,ac84b2405b30aa4b5c2f5cbc3a86954f2bcecbcdcd42d348b17baef04c9bc463,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,64193c2ec4535f6cc19849558c01fee5b6573b1787b7e2244aea852ac92fbca4,lightgbm__fold_04__stress__low_high__64193c2ec453
4,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.259306,0.403906,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,16707,3771,10,8b1921d4d5c07dab4a8de8755eec16059309a05437e5489c47467415666005fb,7b62a8eca8adcf8f868002f7b50d4ef7ce598bf87d1cd10acaa55da2cd3bad38,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,3f39d17e39cfcd11d7135d532ff6abf3a03dce5454a4c7cca7e4218429b0183d,lightgbm__fold_04__relaxation__low_high__3f39d17e39cf
4,interest,target_interest,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.4793536666666667,0.5286693333333333,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,16683,3971,10,dc15a575b4e8dd1791706916a39e0b9e65dc5b69242cd007fc815a7885d98e3e,e5948de105951744ccb12ab3681960ac9b6deeb89842eaba2caf66ba86dc9ad3,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,2366ed428d32a8242ff4af98f65b8a5fd58b406edc9e0e6d163aff91c8ec4102,lightgbm__fold_04__interest__low_high__2366ed428d32
4,focus,target_focus,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.365106,0.46338333333333337,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,16688,3731,10,433fdfdab7418b3ac1b1eba53628b0a707ee15dfd4099c8f04fe8c7220275e8e,7f4092854d93aed8b2ef29ce3554104a18a1509d66238a9a4e1307ac929e958c,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,d9a35e8fcc1e5d4f4aac55aa914c9ec9ec00cd410ef370f286ba79ea3271f2f6,lightgbm__fold_04__focus__low_high__d9a35e8fcc1e
5,attention,target_attention,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.408289,0.5064886666666667,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,15812,3818,11,047be59ccbfa5b7c40042855c6bec8ef2a849ce95090b47c1e15252441077662,c0467e0af845f50ad453d29a98a73b3965bd0ee2ca9722863c091dec42b7dc3b,8f0effbe6e21bb783e8a2a320305bd69e1f60a57d53cb1abbdc12f306a852be6,a5ed8f4f7a86adaced0a318d0953b1c6b54b427b3a9f5d15c4756979dca4bfe4,lightgbm__fold_05__attention__low_high__a5ed8f4f7a86
5,engagement,target_engagement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.5812246666666667,0.6832976666666667,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,16528,4267,11,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,cb815790ac4c4bd8150c380a03aeaef980a5797fbf2bd2e744af9d810c2f3cb2,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,98a27b11826a40dd54bc578171e2bc72f7ade6b8b899e40a14141736bc161d4f,lightgbm__fold_05__engagement__low_high__98a27b11826a
5,excitement,target_excitement,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.196205,0.361125,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,16537,3930,11,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,69d92ca21bd937ed6ba37853b32a439042e91ec546bb2a5791a8e782bbbbc0f9,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,64cc745a73dedb914720c49fd2b21204fad328cfe2429e4524a50062268ecf06,lightgbm__fold_05__excitement__low_high__64cc745a73de
5,stress,target_stress,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.4021516666666667,0.4598493333333333,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,16523,4380,11,5598d9b428cc8d2daffd3a09ae72357ec7e9584093626d817f11e57cc0f076c5,cb9d0fe9ef57ea39ce83a06723d74348653b23eb9438bcd33eca7ea7744131b8,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,92b8a0bc2163a7ae97f77c8367f355c5be7634248bb05f486890bcdd0a65aafc,lightgbm__fold_05__stress__low_high__92b8a0bc2163
5,relaxation,target_relaxation,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.256914,0.3938446666666667,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,16548,4217,11,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a2925eb2e32be7b101f7abaa4b3b3d73238ade4c6c7d544c0127dd248f3d08a9,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,3ed7aaeb4a95c705b5a5b85f91d9ae674a5150c8234303e9b9786772e09c530a,lightgbm__fold_05__relaxation__low_high__3ed7aaeb4a95
5,interest,target_interest,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.47852433333333333,0.529754,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,16528,3791,11,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,b215e6b9642fcea91fe3a87dcc096a2c6fdafffd487427082921833a6496e00d,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,f374349ed9c85e3bfb669661d6f18cbd88cc341d052e718f6cbd8b67cacefd37,lightgbm__fold_05__interest__low_high__f374349ed9c8
5,focus,target_focus,binary_classification,lag_minus_10s,-10,lightgbm,LGBMClassifier,42,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,0.367191,0.4675926666666666,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,16541,3778,11,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,baa1f83c8a2e128d0706395b1ff03bc408a7e2ba785a6fbed69ad6cef1e366f6,cd195d73f65e7c3cb3ffac99c4e572a8f0fc8420d39963be5a42e9f99b2bb3ba,8545f630916a7e08927f83ce1048ec676a7e664ad505f9e0ce8963a6f4fb28c7,lightgbm__fold_05__focus__low_high__8545f630916a
