model,input_family,context_windows,input_rule,execution_source,outer_fold,pm,n_train,n_test,n_train_subjects,n_test_subjects,threshold_hash,q_low,q_high,train_target_sample_hash,test_target_sample_hash,train_input_endpoint_hash,test_input_endpoint_hash,specification_hash,run_id
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,excitement,15790,3976,43,10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,baab3c167df2c8285d603acc26e03b68cbb1ca212a442e3bc6ab9f953265b17d,bf5a9849c7be67cbee29747f8b507c9d948f122bcc1900a6a35e3d7339848f4b,0a87dbaa8aa6a6a053e44aad53fa9ed6faf5001d0b56fd2084f60db51012fe47,f417e61cafde5ee51fef95b15db33994a48c4fd338440180382d27b18e38dbbd,06105d4e0de7b39e7f95797070b310a6f44569d3d150d185f7c600d741517410,torch_transformer__fold_02__excitement__06105d4e0de7
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,stress,15688,3241,43,10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,d74b91a34bd550d96a0a429cebc51ad560189833e836941d1021e766204f8d39,d1198122f3f9a5f7663c6886c0af6127bad00e5183cb059cca0665b13ef38b3c,680653a8de97be239a14f527caf1fb44864eb7666fcd4a2498cba40aa60be4d2,c2a0ebf18e3b22e3d7ad52f01a7584a7b5111204576612aa30a3b3380b191c77,8348b89def12fe9f9b802d7e294ccdbdf67bdb6f887a3f7ea5a8200ef3584cfc,lightgbm__fold_02__stress__8348b89def12
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,stress,15688,3241,43,10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,d74b91a34bd550d96a0a429cebc51ad560189833e836941d1021e766204f8d39,d1198122f3f9a5f7663c6886c0af6127bad00e5183cb059cca0665b13ef38b3c,680653a8de97be239a14f527caf1fb44864eb7666fcd4a2498cba40aa60be4d2,c2a0ebf18e3b22e3d7ad52f01a7584a7b5111204576612aa30a3b3380b191c77,5b8f0da829027e575fcb29bbf1d3617b9d724b9d5c19802c14af31f978b2ac75,xgboost__fold_02__stress__5b8f0da82902
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,stress,15688,3241,43,10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,d74b91a34bd550d96a0a429cebc51ad560189833e836941d1021e766204f8d39,d1198122f3f9a5f7663c6886c0af6127bad00e5183cb059cca0665b13ef38b3c,680653a8de97be239a14f527caf1fb44864eb7666fcd4a2498cba40aa60be4d2,c2a0ebf18e3b22e3d7ad52f01a7584a7b5111204576612aa30a3b3380b191c77,a28783ef17950fb63f74531ba6862b44376db28de17531644d88019fc2849935,torch_lstm__fold_02__stress__a28783ef1795
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,stress,15688,3241,43,10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,d74b91a34bd550d96a0a429cebc51ad560189833e836941d1021e766204f8d39,d1198122f3f9a5f7663c6886c0af6127bad00e5183cb059cca0665b13ef38b3c,680653a8de97be239a14f527caf1fb44864eb7666fcd4a2498cba40aa60be4d2,c2a0ebf18e3b22e3d7ad52f01a7584a7b5111204576612aa30a3b3380b191c77,7ea82f760fb78453c10fd2c1cb47cb03ec5d037ff63701eb67835be42ea58ab6,torch_transformer__fold_02__stress__7ea82f760fb7
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,relaxation,15888,3700,43,10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,7654c0da0df3bb307d362fc4e8bf848f4abc439c93d71b38aa0df8ecaf87029c,90f672b35b8fb332d1c7f8634f9080d0b63fb2e0a08d08313cba9ff85b7078b1,ed4b4167469989b7ce1f5588c008770116da4df6ceb5709a893d103e7c260923,85c298f16e97c43644437b7b42d1280ceea2dd354b340cedad261f8cd1116229,3d2c8fd0316fb9edc6effce2f396d4152e1037626557eb2cc50febee0c8368ec,lightgbm__fold_02__relaxation__3d2c8fd0316f
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,relaxation,15888,3700,43,10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,7654c0da0df3bb307d362fc4e8bf848f4abc439c93d71b38aa0df8ecaf87029c,90f672b35b8fb332d1c7f8634f9080d0b63fb2e0a08d08313cba9ff85b7078b1,ed4b4167469989b7ce1f5588c008770116da4df6ceb5709a893d103e7c260923,85c298f16e97c43644437b7b42d1280ceea2dd354b340cedad261f8cd1116229,ee678826e61b5fc9b8157c3ebfe50a8a8997fd6f27a042982dc62bfe014b352d,xgboost__fold_02__relaxation__ee678826e61b
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,relaxation,15888,3700,43,10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,7654c0da0df3bb307d362fc4e8bf848f4abc439c93d71b38aa0df8ecaf87029c,90f672b35b8fb332d1c7f8634f9080d0b63fb2e0a08d08313cba9ff85b7078b1,ed4b4167469989b7ce1f5588c008770116da4df6ceb5709a893d103e7c260923,85c298f16e97c43644437b7b42d1280ceea2dd354b340cedad261f8cd1116229,597c00eead2802eca35baf23b54c2411e5bb785739e250008ed2909e673bd480,torch_lstm__fold_02__relaxation__597c00eead28
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,relaxation,15888,3700,43,10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,7654c0da0df3bb307d362fc4e8bf848f4abc439c93d71b38aa0df8ecaf87029c,90f672b35b8fb332d1c7f8634f9080d0b63fb2e0a08d08313cba9ff85b7078b1,ed4b4167469989b7ce1f5588c008770116da4df6ceb5709a893d103e7c260923,85c298f16e97c43644437b7b42d1280ceea2dd354b340cedad261f8cd1116229,9d6036e7152900de2b9d6b03af392f8065179685b9a44947cfc298cd312f7db3,torch_transformer__fold_02__relaxation__9d6036e71529
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,interest,15692,3488,43,10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,6431f6599ee63b0892e62c3399824da63288697288c9ee5ebe6da8a617c886c1,b9cb3994af30c22ff7c96c12a4868e21fb5f700c0308b0577b9abf34589f08dd,a44e6d9fa545ab1cf62adb5e045ac4ffe5bd388272a547a74020c9b10b515e50,4e30d4fc194fed90ea355e5368ea9d351826ebd4a280a2f160093026656d7332,9787474df8886d47d2ecdc5c15d4056d678ae27f93bdc469d76134caacf19d75,lightgbm__fold_02__interest__9787474df888
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,interest,15692,3488,43,10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,6431f6599ee63b0892e62c3399824da63288697288c9ee5ebe6da8a617c886c1,b9cb3994af30c22ff7c96c12a4868e21fb5f700c0308b0577b9abf34589f08dd,a44e6d9fa545ab1cf62adb5e045ac4ffe5bd388272a547a74020c9b10b515e50,4e30d4fc194fed90ea355e5368ea9d351826ebd4a280a2f160093026656d7332,44f5aefe4f3bf579066b623701877cc2cb84f1de9854cf7ec1d7ac0dc9f25863,xgboost__fold_02__interest__44f5aefe4f3b
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,interest,15692,3488,43,10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,6431f6599ee63b0892e62c3399824da63288697288c9ee5ebe6da8a617c886c1,b9cb3994af30c22ff7c96c12a4868e21fb5f700c0308b0577b9abf34589f08dd,a44e6d9fa545ab1cf62adb5e045ac4ffe5bd388272a547a74020c9b10b515e50,4e30d4fc194fed90ea355e5368ea9d351826ebd4a280a2f160093026656d7332,9647bbe97c714bc27d8b2c2755353ddb3d88e597f77fa46e83883387c901da3d,torch_lstm__fold_02__interest__9647bbe97c71
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,interest,15692,3488,43,10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,6431f6599ee63b0892e62c3399824da63288697288c9ee5ebe6da8a617c886c1,b9cb3994af30c22ff7c96c12a4868e21fb5f700c0308b0577b9abf34589f08dd,a44e6d9fa545ab1cf62adb5e045ac4ffe5bd388272a547a74020c9b10b515e50,4e30d4fc194fed90ea355e5368ea9d351826ebd4a280a2f160093026656d7332,eae1356ab6c20a6a07b718a425f105b82d19f325218941629b5ce0577f702d42,torch_transformer__fold_02__interest__eae1356ab6c2
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,focus,15705,4047,43,10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,bd8e4951fd20caf368bb6d91dbb6cb17363e9cee8ddafb4da24e5260a35c80bd,a6a9f812da8fec5c9ea03718a3d9dc2affcddfb3f3764129d3c8dd9197eed367,cab4123b8234ff750337c48265f4935dcbe888774929c6b5874f1e1756fd0b6f,ad3341e5e8d7931f698bfe1a667ba7410391140d662d1f9ffd0ba7fbc3570b42,d17c5579c6f4265da2f0d909e890a230be38335f80ed872795cddfe448b94823,lightgbm__fold_02__focus__d17c5579c6f4
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,focus,15705,4047,43,10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,bd8e4951fd20caf368bb6d91dbb6cb17363e9cee8ddafb4da24e5260a35c80bd,a6a9f812da8fec5c9ea03718a3d9dc2affcddfb3f3764129d3c8dd9197eed367,cab4123b8234ff750337c48265f4935dcbe888774929c6b5874f1e1756fd0b6f,ad3341e5e8d7931f698bfe1a667ba7410391140d662d1f9ffd0ba7fbc3570b42,b7ea179f0c16be03c01732eda7559ed8fb9f72c5f285e310ccfaa23ca321bfd2,xgboost__fold_02__focus__b7ea179f0c16
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,focus,15705,4047,43,10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,bd8e4951fd20caf368bb6d91dbb6cb17363e9cee8ddafb4da24e5260a35c80bd,a6a9f812da8fec5c9ea03718a3d9dc2affcddfb3f3764129d3c8dd9197eed367,cab4123b8234ff750337c48265f4935dcbe888774929c6b5874f1e1756fd0b6f,ad3341e5e8d7931f698bfe1a667ba7410391140d662d1f9ffd0ba7fbc3570b42,e57b72ffeb7e539f2fdb857e41fa010a18e1c88438c789441ebac38d5c664df3,torch_lstm__fold_02__focus__e57b72ffeb7e
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,focus,15705,4047,43,10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,bd8e4951fd20caf368bb6d91dbb6cb17363e9cee8ddafb4da24e5260a35c80bd,a6a9f812da8fec5c9ea03718a3d9dc2affcddfb3f3764129d3c8dd9197eed367,cab4123b8234ff750337c48265f4935dcbe888774929c6b5874f1e1756fd0b6f,ad3341e5e8d7931f698bfe1a667ba7410391140d662d1f9ffd0ba7fbc3570b42,5e8b392732e744d97b61111b06c2e4b2cb7e5bc946d8f487b58550fef8c87347,torch_transformer__fold_02__focus__5e8b392732e7
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,3,attention,15265,3909,42,11,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,d68b7a6488e8fdcff273f9a45dc229248f6363dbb00f2862289f5099c4863dd5,989a887d792b95a60f191094ffcf877c22e35861b74a764d9a0c007915963ce6,d728d8584e8a911eea5893b8e147ab6b8602adbf3a8ced62a5d2a75b7a0b8e43,76d96fd3ff1b89b99d4cdf7287476a3539c70550b433892b9bcceca1d917601f,1ce5ed446a2153940256b20337044feba726a4aa31161af742da5a354f1f53ca,lightgbm__fold_03__attention__1ce5ed446a21
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,3,attention,15265,3909,42,11,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,d68b7a6488e8fdcff273f9a45dc229248f6363dbb00f2862289f5099c4863dd5,989a887d792b95a60f191094ffcf877c22e35861b74a764d9a0c007915963ce6,d728d8584e8a911eea5893b8e147ab6b8602adbf3a8ced62a5d2a75b7a0b8e43,76d96fd3ff1b89b99d4cdf7287476a3539c70550b433892b9bcceca1d917601f,a2ae022d1cf68d19cc27d1f3e28384541755cab3d0d4a0153f3e5917ffec35de,xgboost__fold_03__attention__a2ae022d1cf6
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,3,attention,15265,3909,42,11,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,d68b7a6488e8fdcff273f9a45dc229248f6363dbb00f2862289f5099c4863dd5,989a887d792b95a60f191094ffcf877c22e35861b74a764d9a0c007915963ce6,d728d8584e8a911eea5893b8e147ab6b8602adbf3a8ced62a5d2a75b7a0b8e43,76d96fd3ff1b89b99d4cdf7287476a3539c70550b433892b9bcceca1d917601f,09cf2b3d83b7bb9f8cf8fc9f00e79a27126cf3f048705727733b23261e4308ca,torch_lstm__fold_03__attention__09cf2b3d83b7
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,3,attention,15265,3909,42,11,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,d68b7a6488e8fdcff273f9a45dc229248f6363dbb00f2862289f5099c4863dd5,989a887d792b95a60f191094ffcf877c22e35861b74a764d9a0c007915963ce6,d728d8584e8a911eea5893b8e147ab6b8602adbf3a8ced62a5d2a75b7a0b8e43,76d96fd3ff1b89b99d4cdf7287476a3539c70550b433892b9bcceca1d917601f,6af71f7460a2b330a6afe66428d4c30bd455e1501fe644f41bc2dce1f7d37528,torch_transformer__fold_03__attention__6af71f7460a2
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,3,engagement,15768,4025,42,11,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,398229ea50cc9489f91e72673fe2ac6345f0ef68aa23f34a03e93b9c0449c524,d276e60c2bba43d46c54d0d59c969552424e8e2866690e03d816bc6eb6de137e,b0a310750bfccb2280fc4fd230bfdda00b5afc3ae1a394676c8b17ce1b421fc8,597e8871d21a877d9f6dd1fb2d6dd4c90cdcdeeab03973c8b060da14d6769ab7,c59f6c9800e9a3edbbcc519231a36a372f152b2ff5ea615ef3b60fc749c6c146,lightgbm__fold_03__engagement__c59f6c9800e9
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,3,engagement,15768,4025,42,11,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,398229ea50cc9489f91e72673fe2ac6345f0ef68aa23f34a03e93b9c0449c524,d276e60c2bba43d46c54d0d59c969552424e8e2866690e03d816bc6eb6de137e,b0a310750bfccb2280fc4fd230bfdda00b5afc3ae1a394676c8b17ce1b421fc8,597e8871d21a877d9f6dd1fb2d6dd4c90cdcdeeab03973c8b060da14d6769ab7,da9782e8777e7cd1be2aec08387f6ac39093523d448c2b9455a6a0e91d7acc23,xgboost__fold_03__engagement__da9782e8777e
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,3,engagement,15768,4025,42,11,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,398229ea50cc9489f91e72673fe2ac6345f0ef68aa23f34a03e93b9c0449c524,d276e60c2bba43d46c54d0d59c969552424e8e2866690e03d816bc6eb6de137e,b0a310750bfccb2280fc4fd230bfdda00b5afc3ae1a394676c8b17ce1b421fc8,597e8871d21a877d9f6dd1fb2d6dd4c90cdcdeeab03973c8b060da14d6769ab7,3f8d6753421e92539dec12cd8e1a5677b61e65339b8fc08865a2fa3e086a7d78,torch_lstm__fold_03__engagement__3f8d6753421e
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,3,engagement,15768,4025,42,11,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,398229ea50cc9489f91e72673fe2ac6345f0ef68aa23f34a03e93b9c0449c524,d276e60c2bba43d46c54d0d59c969552424e8e2866690e03d816bc6eb6de137e,b0a310750bfccb2280fc4fd230bfdda00b5afc3ae1a394676c8b17ce1b421fc8,597e8871d21a877d9f6dd1fb2d6dd4c90cdcdeeab03973c8b060da14d6769ab7,b9826b145e66ce69e7f68e4848b4f0cbdcfece6db5a6ef4556d1fe029625645f,torch_transformer__fold_03__engagement__b9826b145e66
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,3,excitement,15900,3799,42,11,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,149643e0132fd3b826dce38800b4f728afe3afc56a88e00ffa346c738a4b7bbd,f693064cc4a73bb1a34e8da3cc0c5b3e8c7fd1c04134d180ee21990e842ae24d,2d993a930a715e03315c996e2fc6dca3952d78ab09044b3fd84d1b75629a7726,fcfbbbd3e3c3a709994a92e18927c89bc1c3ccac643be985550f80049c5290f8,c6bf77e185ac54dbac688ddf1dd33032b7586cf02e027baeeac02d12bb2ecc87,lightgbm__fold_03__excitement__c6bf77e185ac
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,3,excitement,15900,3799,42,11,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,149643e0132fd3b826dce38800b4f728afe3afc56a88e00ffa346c738a4b7bbd,f693064cc4a73bb1a34e8da3cc0c5b3e8c7fd1c04134d180ee21990e842ae24d,2d993a930a715e03315c996e2fc6dca3952d78ab09044b3fd84d1b75629a7726,fcfbbbd3e3c3a709994a92e18927c89bc1c3ccac643be985550f80049c5290f8,12961ef7ad14b3b8040e6e97f8475316a55b33c55630359b596d01172418877d,xgboost__fold_03__excitement__12961ef7ad14
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,3,excitement,15900,3799,42,11,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,149643e0132fd3b826dce38800b4f728afe3afc56a88e00ffa346c738a4b7bbd,f693064cc4a73bb1a34e8da3cc0c5b3e8c7fd1c04134d180ee21990e842ae24d,2d993a930a715e03315c996e2fc6dca3952d78ab09044b3fd84d1b75629a7726,fcfbbbd3e3c3a709994a92e18927c89bc1c3ccac643be985550f80049c5290f8,f17b552e8fca0349b87d65177373b6e6edb59ee9696719a86c1ae290f9f75a6f,torch_lstm__fold_03__excitement__f17b552e8fca
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,3,excitement,15900,3799,42,11,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,149643e0132fd3b826dce38800b4f728afe3afc56a88e00ffa346c738a4b7bbd,f693064cc4a73bb1a34e8da3cc0c5b3e8c7fd1c04134d180ee21990e842ae24d,2d993a930a715e03315c996e2fc6dca3952d78ab09044b3fd84d1b75629a7726,fcfbbbd3e3c3a709994a92e18927c89bc1c3ccac643be985550f80049c5290f8,f98cf5cdb6ad12b4b3e7d2ff3e65cabfba4199f4880cb2c0081bc9df85dfe4fb,torch_transformer__fold_03__excitement__f98cf5cdb6ad
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,3,stress,15759,4624,42,11,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,f6178421891da0b189cc92059c0e677631969dcd6e30274d0ff663664b39a831,7596d48e00e9fa391e0b9ca8da3ca0bad9c5887866bebcf4cec50e0c69e215d4,3367ffeb186fcc09a37d29aaee391cd45685ff90fd2d4711d61f82fbcda59e02,61b2b8ec2c5fb8277e5834cfe19444be637c994bd19cd9f5efc382ebde063d4b,87f93d674963401499ce7b165d610e1f40db50ccbade946b17e8a5cd904810f1,lightgbm__fold_03__stress__87f93d674963
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,3,stress,15759,4624,42,11,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,f6178421891da0b189cc92059c0e677631969dcd6e30274d0ff663664b39a831,7596d48e00e9fa391e0b9ca8da3ca0bad9c5887866bebcf4cec50e0c69e215d4,3367ffeb186fcc09a37d29aaee391cd45685ff90fd2d4711d61f82fbcda59e02,61b2b8ec2c5fb8277e5834cfe19444be637c994bd19cd9f5efc382ebde063d4b,5e424e0b05acb3d6720ad201cdad245f582369e45a02ad367ed965473762a334,xgboost__fold_03__stress__5e424e0b05ac
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,3,stress,15759,4624,42,11,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,f6178421891da0b189cc92059c0e677631969dcd6e30274d0ff663664b39a831,7596d48e00e9fa391e0b9ca8da3ca0bad9c5887866bebcf4cec50e0c69e215d4,3367ffeb186fcc09a37d29aaee391cd45685ff90fd2d4711d61f82fbcda59e02,61b2b8ec2c5fb8277e5834cfe19444be637c994bd19cd9f5efc382ebde063d4b,1bb8ac1791d3643dd8f67e610bf665f638f28b7343bebeb1703be4166923f9bf,torch_lstm__fold_03__stress__1bb8ac1791d3
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,3,stress,15759,4624,42,11,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,f6178421891da0b189cc92059c0e677631969dcd6e30274d0ff663664b39a831,7596d48e00e9fa391e0b9ca8da3ca0bad9c5887866bebcf4cec50e0c69e215d4,3367ffeb186fcc09a37d29aaee391cd45685ff90fd2d4711d61f82fbcda59e02,61b2b8ec2c5fb8277e5834cfe19444be637c994bd19cd9f5efc382ebde063d4b,5214c974f400075f06b11f3025dfab6d98597a2fae9222fa83f0fdd84511580c,torch_transformer__fold_03__stress__5214c974f400
